,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
1954,21 Savage,sneaky,"Slaughter Gang, LLC/Epic Records",A,Major,4 beats,0.742,0.686,0.149,0.000375,0.00459,0.147,0.312,-7.527,155.036,201672,1,12097600
1955,The Neighbourhood,Softcore,Columbia,A,Minor,4 beats,0.575,0.568,0.03,0.0484,0.000417,0.286,0.37,-5.509,93.986,206280,38,299994541
1956,The Weeknd,Too Late,Republic Records,E,Minor,4 beats,0.638,0.863,0.132,0.052,5.46e-05,0.685,0.226,-5.221,120.077,239973,2,22254304
1957,Marília Mendonça,Leão,Som Livre,F#/Gb,Major,4 beats,0.743,0.865,0.0315,0.449,3.05e-06,0.297,0.794,-3.897,129.999,166775,17,182957139
1958,"Gambi, Heuss L'enfoiré",Dans l'espace (feat. Heuss l'Enfoiré),Rec. 118,C#/Db,Major,4 beats,0.916,0.57,0.18,0.0286,1.96e-06,0.0851,0.7,-6.278,110.05,169702,1,5678754
1959,"Trippie Redd, Lil Baby, Lil Duke",Mac 10 (feat. Lil Baby & Lil Duke),"TenThousand Projects, LLC",A,Major,4 beats,0.787,0.619,0.17,0.181,0.0,0.323,0.824,-7.32,124.09,127843,1,4302449
1960,Blanco Brown,The Git Up,Broken Bow Records,A,Major,4 beats,0.847,0.678,0.109,0.0669,0.0,0.274,0.811,-8.635,97.984,200594,18,4307454
1961,"Drake, 21 Savage, Travis Scott",Pussy & Millions (feat. Travis Scott),OVO / Republic Records,E,Minor,4 beats,0.749,0.63,0.116,0.0623,0.0,0.353,0.445,-6.652,122.03,242027,5,77345636
1962,Myke Towers,ALMAS GEMELAS,WEA Latina,G,Major,4 beats,0.793,0.745,0.0571,0.182,0.000189,0.293,0.716,-4.579,94.979,235411,11,67931592
1963,"Justin Bieber, Don Toliver",Honest (feat. Don Toliver),Justin Bieber 2021 PS/ Def Jam,G#/Ab,Minor,4 beats,0.81,0.655,0.0698,0.127,8.16e-05,0.105,0.809,-6.779,150.002,193322,4,35262377
1964,Ofenbach,Be Mine,Elektra France,F,Major,4 beats,0.779,0.666,0.0482,0.194,0.000556,0.0576,0.507,-7.361,123.024,161322,14,48060651
1965,Shawn Mendes,It'll Be Okay,Shawn Mendes LP4-5 PS/ Island,G,Major,4 beats,0.398,0.286,0.033,0.616,0.000146,0.0912,0.0666,-11.881,78.262,222800,13,102378099
1966,Billie Eilish,Billie Bossa Nova,Darkroom/Interscope Records,G,Minor,4 beats,0.895,0.389,0.11,0.222,0.0346,0.105,0.549,-11.036,110.023,196731,2,17352203
1967,"Sam Smith, Burna Boy",My Oasis (feat. Burna Boy),Capitol,A#/Bb,Minor,4 beats,0.691,0.474,0.0583,0.569,0.000626,0.099,0.381,-8.742,143.783,179917,4,24282141
1968,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",White Sand,"Quality Control Music, LLC",F,Minor,4 beats,0.827,0.591,0.0744,0.0307,0.0,0.273,0.402,-7.504,142.113,202835,1,6513207
1969,Jung Kook,Standing Next to You,BIGHIT MUSIC,D,Minor,4 beats,0.711,0.809,0.0955,0.0447,0.0,0.339,0.816,-4.389,106.017,206020,18,369098773
1970,Beyoncé,BREAK MY SOUL,Parkwood Entertainment/Columbia,C#/Db,Minor,4 beats,0.687,0.887,0.0826,0.0575,2.21e-06,0.27,0.853,-5.04,114.941,278282,6,84596302
1971,Drake,Do Not Disturb,Cash Money Records/Young Money Ent./Universal Rec.,G,Minor,4 beats,0.618,0.693,0.45,0.246,0.0,0.112,0.454,-5.943,170.982,283551,5,27542916
1972,"Alesso, Anitta",Is That For Me,WEA Latina,G#/Ab,Major,4 beats,0.761,0.784,0.0509,0.229,0.207,0.0573,0.567,-5.501,104.992,169270,3,11685504
1973,Lizzy McAlpine,ceilings,Harbour Artists & Music,A,Major,3 beats,0.516,0.322,0.0292,0.473,0.00194,0.215,0.261,-11.762,148.005,182888,15,179527000
1974,Dean Martin,Rudolph The Red-Nosed Reindeer,Capitol Records,G,Major,4 beats,0.478,0.201,0.0332,0.919,0.0,0.0854,0.857,-16.768,136.471,135760,7,55514488
1975,The Weeknd,Die For You,Universal Republic Records,C#/Db,Minor,4 beats,0.586,0.525,0.0615,0.111,0.0,0.134,0.508,-7.163,133.629,260253,109,1481501062
1976,"Foudeqush, Ludwig Göransson",Con La Brisa,Roc Nation/Def Jam/Hollywood,D,Minor,4 beats,0.608,0.429,0.0316,0.47,0.245,0.129,0.242,-10.336,113.818,167387,1,7661391
1977,Kendrick Lamar,FEEL.,Aftermath,C,Major,4 beats,0.746,0.798,0.349,0.137,0.0,0.139,0.553,-8.382,109.968,214827,5,37471930
1978,Ozuna,El Farsante,VP Records Corp/Dimelo Vi,F#/Gb,Major,4 beats,0.753,0.732,0.0562,0.214,0.0,0.265,0.325,-3.619,120.056,233827,2,3424880
1979,Creedence Clearwater Revival,Have You Ever Seen The Rain,Craft Recordings,C,Major,4 beats,0.741,0.697,0.0277,0.0664,2.28e-05,0.133,0.774,-7.028,116.109,160133,30,267165039
1980,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,Decaydance/Fueled By Ramen/ATL,C#/Db,Minor,4 beats,0.72,0.744,0.12,0.237,0.0,0.255,0.619,-6.938,78.953,243773,10,64975059
1981,Michael Jackson,Thriller,Epic,B,Major,4 beats,0.771,0.687,0.0693,0.0318,0.000225,0.89,0.783,-9.814,118.392,357800,6,10103614
1982,"XXXTENTACION, Lil Pump, Swae Lee, Maluma",Arms Around You (feat. Maluma & Swae Lee),Warner Records,A,Minor,4 beats,0.703,0.723,0.0412,0.0302,2.06e-06,0.126,0.288,-5.45,104.969,198903,25,294767929
1983,ThxSoMch,SPIT IN MY FACE!,Elektra (NEK),G#/Ab,Major,4 beats,0.736,0.773,0.0576,0.0472,0.0178,0.112,0.641,-6.55,94.138,147865,1,7012800
1984,Capital Bra,Der Bratan bleibt der gleiche,Bra Musik,C,Minor,4 beats,0.612,0.704,0.372,0.126,0.0,0.569,0.672,-4.147,96.015,192147,1,7909105
1985,"Galantis, Hook N Sling",Love on Me,Big Beat Records,E,Major,4 beats,0.562,0.906,0.0758,0.105,0.0,0.145,0.674,-2.085,124.146,205920,9,32721533
1986,Offset,Red Room,Quality Control Music/Motown Records/Capitol Records,G,Minor,4 beats,0.936,0.559,0.158,0.479,0.0,0.129,0.517,-8.591,112.339,241440,1,8545701
1987,Pink Sweat$,At My Worst,Atlantic Records,C,Major,4 beats,0.813,0.415,0.0349,0.777,0.0,0.131,0.667,-5.926,91.921,170345,28,90734233
1988,Kodak Black,Calling My Spirit,Atlantic Records,C#/Db,Major,4 beats,0.91,0.366,0.0941,0.0996,0.0,0.261,0.74,-9.954,119.985,152000,5,20337819
1989,blackbear,do re mi,Alamo,G#/Ab,Major,3 beats,0.745,0.605,0.0492,0.00474,9.28e-06,0.136,0.164,-6.333,110.979,212027,12,3465934
1990,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,F#/Gb,Minor,4 beats,0.606,0.908,0.0565,0.556,0.0,0.19,0.798,-6.201,171.966,140942,17,123254916
1991,"NF, Hopsin",LOST,NF Real Music,F,Major,4 beats,0.637,0.912,0.308,0.352,0.0,0.0657,0.451,-3.123,116.919,234852,1,5013851
1992,"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Generation Now/Atlantic,B,Minor,4 beats,0.904,0.723,0.26,0.0631,0.0,0.185,0.835,-5.224,145.013,227478,24,261983752
1993,"Eminem, PHresher",Chloraseptic (feat. Phresher),Aftermath,C#/Db,Major,4 beats,0.894,0.749,0.274,0.0396,0.0,0.272,0.381,-6.415,132.06,301147,1,6216207
1994,Halsey,Still Learning,Capitol Records,C,Minor,4 beats,0.708,0.661,0.0546,0.0396,0.000244,0.113,0.317,-6.543,102.046,211784,1,7050815
1995,"Master KG, Nomcebo Zikode",Jerusalema (feat. Nomcebo Zikode),Elektra France,C#/Db,Major,4 beats,0.88,0.483,0.0505,0.0185,8.68e-06,0.0607,0.827,-7.012,124.009,342613,12,74653376
1996,"Gera MX, Christian Nodal",Botella Tras Botella,Virgin Music México,C,Major,4 beats,0.727,0.546,0.0437,0.656,0.0,0.122,0.69,-4.572,106.891,197333,25,245610870
1997,"Logic, Eminem",Homicide (feat. Eminem),Def Jam Recordings,A#/Bb,Minor,4 beats,0.694,0.759,0.398,0.137,0.0,0.167,0.77,-5.667,140.055,245387,10,82787913
1998,Metallica,Master Of Puppets,Blackened Recordings / Universal Music,E,Minor,4 beats,0.543,0.836,0.0353,0.000647,0.431,0.153,0.56,-9.11,105.173,515387,9,93254765
1999,V,Love Me Again,BIGHIT MUSIC,C,Minor,4 beats,0.633,0.607,0.0532,0.183,1.38e-06,0.167,0.363,-6.182,74.029,182293,31,379703027
2000,Tones And I,Dance Monkey,Elektra (NEK),F#/Gb,Minor,4 beats,0.824,0.587,0.0937,0.69,0.000105,0.149,0.514,-6.401,98.029,209438,151,294813758
2001,"Metro Boomin, Future, Don Toliver",I Can't Save You (Interlude) [with Future & feat. Don Toliver],Republic Records,C#/Db,Major,4 beats,0.668,0.727,0.248,0.0301,0.0,0.143,0.309,-4.613,143.083,90720,1,10649362
2002,"Bizarrap, Rauw Alejandro","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",DALE PLAY Records,B,Major,4 beats,0.784,0.646,0.0491,0.0978,1.09e-06,0.255,0.592,-3.626,127.942,204048,5,67090662
2003,"Ed Sheeran, Stormzy",Shape of You - Stormzy Remix,Atlantic Records UK,C#/Db,Minor,3 beats,0.609,0.674,0.202,0.595,0.0,0.203,0.789,-3.007,127.656,231261,2,6638995
2004,"Migos, Drake",Having Our Way (feat. Drake),Quality Control Music/Motown Records,C#/Db,Major,4 beats,0.927,0.538,0.116,0.0312,0.0,0.0945,0.221,-3.917,125.983,278191,3,23017372
2005,Bad Bunny,Enséñame a Bailar,Rimas Entertainment LLC,G#/Ab,Major,4 beats,0.81,0.789,0.0846,0.191,1.08e-05,0.467,0.77,-5.08,105.009,176000,11,100638693
2006,Trippie Redd,Love Me More,"TenThousand Projects, LLC",A#/Bb,Major,4 beats,0.638,0.539,0.0504,0.22,0.0,0.241,0.247,-5.853,83.381,143713,1,4824038
2007,Victor Cibrian,En El Radio Un Cochinero,Rancho Humilde,F#/Gb,Minor,3 beats,0.696,0.623,0.0438,0.466,8.61e-06,0.0983,0.965,-8.738,154.028,223431,3,18626277
2008,Drake,Lose You,Cash Money Records/Young Money Ent./Universal Rec.,E,Major,4 beats,0.526,0.583,0.376,0.699,0.0,0.372,0.378,-9.172,89.837,305374,3,18277062
2009,Labrinth,Never Felt So Alone,Columbia,F,Major,3 beats,0.436,0.409,0.0533,0.499,0.000166,0.38,0.363,-4.438,98.357,160166,3,36244646
2010,"Belly, The Weeknd, Nas","Belly, The Weeknd - Die For It (ft. Nas)","XO | Roc Nation Records, LLC",F,Minor,4 beats,0.657,0.492,0.136,0.392,0.0,0.425,0.193,-9.612,97.107,199867,1,5924965
2011,Harry Styles,Keep Driving,Columbia,A,Major,3 beats,0.721,0.479,0.226,0.321,0.00156,0.182,0.902,-9.669,164.948,140242,5,60303259
2012,BTS,Interlude : Shadow,BIGHIT MUSIC,A,Minor,4 beats,0.385,0.798,0.483,0.115,0.0,0.181,0.141,-6.439,149.756,259821,1,6655856
2013,Taylor Swift,illicit affairs,Taylor Swift,A#/Bb,Major,4 beats,0.559,0.31,0.0338,0.881,0.0,0.106,0.46,-10.445,119.845,190898,3,30311105
2014,"mgk, CORPSE",DAYWALKER! (feat. CORPSE),Bad Boy/Interscope Records,G,Major,4 beats,0.632,0.922,0.0794,0.00558,1.81e-05,0.0927,0.497,-2.173,88.972,137747,1,5439646
2015,Fuerza Regida,TQM,Rancho Humilde/Street Mob Records,F,Minor,3 beats,0.787,0.858,0.0555,0.263,0.0,0.103,0.964,-4.969,125.093,157252,23,15468849
2016,"Kelly Clarkson, Ariana Grande","Santa, Can’t You Hear Me",Atlantic Records,B,Major,4 beats,0.495,0.896,0.0331,0.005,0.0,0.353,0.462,-2.381,146.04,242645,8,81871279
2017,LE SSERAFIM,EASY,SOURCE MUSIC,C,Major,4 beats,0.744,0.7,0.0507,0.189,2.74e-06,0.114,0.602,-5.154,165.004,164545,3,37594842
2018,"Avicii, Rita Ora",Lonely Together (feat. Rita Ora),Universal Music AB,F,Major,4 beats,0.655,0.666,0.0612,0.134,2.12e-05,0.0683,0.272,-5.309,102.977,181812,39,334425361
2019,NF,The Search,NF Real Music,D,Major,4 beats,0.789,0.786,0.297,0.596,0.0,0.0997,0.39,-4.788,119.957,248040,1,5249202
2020,"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas (feat. Blake Shelton),UMGRI Interscope,D,Minor,4 beats,0.635,0.87,0.04,0.0152,0.0,0.118,0.912,-4.291,92.999,156773,10,93069425
2021,"Peso Pluma, Junior H, Oscar Maydon",Rompe La Dompe,2023 Double P Records,D,Minor,3 beats,0.757,0.642,0.0369,0.607,0.0355,0.169,0.759,-7.966,130.098,165635,7,79594997
2022,"Post Malone, The Kid LAROI",Wasting Angels (with The Kid LAROI),Mercury Records/Republic Records,A,Major,4 beats,0.583,0.43,0.0353,0.801,0.0,0.0867,0.367,-7.748,84.967,243158,1,9602960
2023,Khalid,Better,"Right Hand Music Group, LLC/RCA Records",C,Minor,4 beats,0.695,0.586,0.0658,0.102,0.317,0.113,0.112,-10.315,98.035,229320,6,21831365
2024,"Future, Juice WRLD, Young Scooter",Jet Lag (feat. Young Scooter),Epic/Freebandz/Grade A/Interscope,E,Minor,4 beats,0.81,0.458,0.105,0.266,0.0,0.174,0.493,-7.495,125.049,271067,1,5492731
2025,"Julia Michaels, Trippie Redd",Jump (with Trippie Redd),J/Republic,A#/Bb,Major,4 beats,0.654,0.547,0.127,0.25,0.0,0.0961,0.507,-6.598,173.981,207857,4,16687743
2026,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),RCA Records Label,D#/Eb,Minor,4 beats,0.781,0.67,0.0452,0.0103,0.0,0.0761,0.595,-3.912,127.99,169333,33,307008309
2027,Lauv,I Like Me Better,Lauv,A,Major,4 beats,0.752,0.505,0.253,0.535,2.55e-06,0.104,0.419,-7.621,91.97,197437,159,576772414
2028,Apache 207,200 km/h,Four Music Local,B,Minor,4 beats,0.899,0.67,0.163,0.269,1.38e-05,0.105,0.413,-6.455,148.065,163147,6,5816103
2029,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,B,Major,4 beats,0.528,0.87,0.0851,0.24,0.0,0.333,0.714,-3.123,152.37,181930,1,4623030
2030,Lana Del Rey,White Mustang,Polydor Records,F#/Gb,Minor,4 beats,0.652,0.462,0.0487,0.428,0.00226,0.107,0.265,-8.683,114.932,164710,1,3413387
2031,Outkast,Hey Ya!,Arista,E,Minor,4 beats,0.727,0.974,0.0664,0.103,0.000532,0.174,0.965,-2.261,79.526,235213,1,3635414
2032,Morgan Wallen,Devil Don’t Know,Big Loud Records / Mercury Records / Republic Records,C,Major,4 beats,0.53,0.664,0.0272,0.377,3.76e-05,0.0937,0.323,-5.648,125.002,205183,1,7587589
2033,5 Seconds of Summer,Want You Back,Capitol,C,Major,4 beats,0.608,0.873,0.0424,0.00748,0.0,0.196,0.589,-4.928,98.009,173073,5,29060513
2034,"Travis Scott, Yung Lean, Dave Chappelle",PARASAIL (feat. Yung Lean & Dave Chappelle),Cactus Jack/Epic,F,Minor,3 beats,0.361,0.395,0.0429,0.858,0.00356,0.211,0.208,-8.51,75.923,154964,1,14154074
2035,Drake,Race My Mind,OVO,A#/Bb,Major,4 beats,0.488,0.635,0.26,0.179,8.16e-06,0.156,0.783,-7.19,174.072,269884,2,22711993
2036,Taylor Swift,mad woman,Taylor Swift,D#/Eb,Major,4 beats,0.592,0.699,0.0471,0.655,1.68e-05,0.114,0.506,-8.995,141.916,237258,2,22538022
2037,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,F#/Gb,Major,4 beats,0.81,0.789,0.0498,0.0254,1.85e-06,0.104,0.432,-4.032,129.988,150462,7,41762267
2038,j-hope,Arson,BIGHIT MUSIC,C#/Db,Major,4 beats,0.938,0.798,0.103,0.00813,7.03e-05,0.146,0.265,-3.998,99.992,159762,2,17918599
2039,The Script,Rain,Columbia,F#/Gb,Major,4 beats,0.689,0.586,0.107,0.241,0.0,0.356,0.611,-7.61,93.02,209347,5,17562527
2040,Shawn Mendes,In My Blood,Island Records,F,Major,4 beats,0.622,0.712,0.066,0.0573,0.0,0.13,0.487,-7.321,140.025,211360,51,142608843
2041,ITZY,In the morning,Republic Records - ITZY,B,Minor,4 beats,0.847,0.814,0.152,0.0825,0.000507,0.0948,0.711,-4.668,140.057,172359,4,27431208
2042,21 Savage,asmr,"Slaughter Gang, LLC/Epic Records",C#/Db,Major,4 beats,0.84,0.543,0.476,0.0399,0.0,0.117,0.161,-7.738,170.067,171714,1,5516007
2043,The Neighbourhood,Sweater Weather,Columbia,A#/Bb,Major,4 beats,0.612,0.807,0.0336,0.0495,0.0177,0.101,0.398,-2.81,124.053,240400,185,2095120431
2044,Drake,Is There More,Cash Money/Drake LP6,C#/Db,Major,4 beats,0.636,0.538,0.312,0.738,0.0,0.149,0.514,-7.725,83.508,226920,2,19826069
2045,Kanye West,Follow God,Getting Out Our Dreams II / Def Jam Recordings,C#/Db,Major,4 beats,0.529,0.9,0.418,0.000248,1.21e-05,0.0426,0.434,-3.503,180.291,104591,6,88681073
2046,"Summer Cem, Capital Bra",Diamonds (feat. Capital Bra),Banger Musik/WM Germany,E,Minor,4 beats,0.763,0.495,0.272,0.0887,0.0,0.07,0.347,-8.685,154.794,197013,2,10406001
2047,"Polo G, Juice WRLD",Flex (feat. Juice WRLD),Columbia,A#/Bb,Minor,4 beats,0.752,0.673,0.153,0.0538,0.0,0.133,0.35,-5.792,164.009,163902,13,71904416
2048,Dennis Lloyd,Never Go Back,Arista Records,A,Minor,4 beats,0.421,0.653,0.398,0.0135,0.0,0.114,0.733,-4.85,78.6,175424,2,11069446
2049,BTS,ON,BIGHIT MUSIC,A,Minor,4 beats,0.583,0.817,0.0987,0.118,0.0,0.338,0.438,-5.146,105.936,246381,6,51268684
2050,George Michael,Careless Whisper,Sony Music UK,D,Minor,4 beats,0.583,0.545,0.0351,0.232,0.0,0.133,0.801,-11.698,153.249,302600,1,3224559
2051,Drake,Peak,Cash Money/Drake LP6,A,Minor,4 beats,0.689,0.217,0.0387,0.847,0.000123,0.106,0.272,-13.539,92.007,206027,2,20492914
2052,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,C,Major,4 beats,0.739,0.758,0.0372,0.439,0.0017,0.137,0.691,-4.096,151.924,150802,10,67823275
2053,Juice WRLD,In My Head,Grade A Productions/Interscope Records,F,Minor,4 beats,0.633,0.548,0.0467,0.269,0.0,0.16,0.35,-5.634,160.011,192000,1,11645626
2054,"YG, 2 Chainz, Big Sean, Nicki Minaj","BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",Def Jam Recordings,C#/Db,Major,4 beats,0.743,0.339,0.409,0.00582,0.0,0.0812,0.118,-7.678,203.927,238373,5,23896288
2055,Imagine Dragons,Bad Liar,Kid Ina Korner / Interscope,D#/Eb,Major,4 beats,0.383,0.637,0.0703,0.0722,0.0,0.368,0.0827,-6.993,177.913,260773,36,279083790
2056,"Piso 21, Paulo Londra",Te Amo,WM Mexico,F,Major,4 beats,0.849,0.724,0.0665,0.0204,5.98e-06,0.235,0.63,-4.139,98.005,201122,25,134144734
2057,Kanye West,Moon,Rock The World/IDJ/Kanye LP7,F,Major,4 beats,0.319,0.236,0.0318,0.898,1.62e-05,0.272,0.254,-9.644,162.351,156091,5,57965781
2058,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,C,Major,4 beats,0.61,0.83,0.0571,0.033,0.0,0.118,0.728,-4.105,182.162,193000,30,82712724
2059,Ed Sheeran,Happier,Atlantic Records UK,C,Major,4 beats,0.522,0.385,0.0288,0.536,0.0,0.135,0.236,-7.355,89.792,207520,91,476641105
2060,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,Lizos Music,A,Minor,4 beats,0.755,0.531,0.196,0.213,0.0,0.13,0.683,-8.051,177.951,203360,2,12848688
2061,Lil Dicky,Earth,Commission/BMG,D,Major,4 beats,0.694,0.664,0.05,0.639,0.0,0.0929,0.676,-4.649,95.941,281500,7,60923818
2062,"Noah Cyrus, XXXTENTACION",Again (feat. XXXTENTACION),"Records Label, LLC",A,Minor,4 beats,0.664,0.738,0.0338,0.188,5.75e-05,0.135,0.203,-4.095,119.973,193962,1,3508716
2063,"Bizarrap, Nicki Nicole","Nicki Nicole: Bzrp Music Sessions, Vol. 13",DALE PLAY Records,G#/Ab,Major,4 beats,0.81,0.471,0.0496,0.00554,0.000197,0.134,0.391,-5.047,75.003,143292,3,16886557
2064,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),OVO,C,Major,4 beats,0.761,0.518,0.134,0.244,3.47e-05,0.107,0.522,-8.871,133.976,261493,44,509862535
2065,Kylie Minogue,Santa Baby,Parlophone UK,C#/Db,Major,4 beats,0.675,0.384,0.045,0.752,0.0,0.167,0.415,-7.12,86.953,201653,13,95564875
2066,"Logic, G-Eazy",COMMANDO (feat. G-Eazy),Def Jam Recordings,G#/Ab,Major,4 beats,0.845,0.486,0.313,0.135,0.0,0.104,0.142,-6.473,77.028,211933,1,4492703
2067,Paulo Londra,Chance,WEA Latina,C#/Db,Minor,3 beats,0.721,0.463,0.0646,0.241,0.0,0.0929,0.216,-9.483,137.915,204003,3,21082493
2068,Eminem,Venom - Music From The Motion Picture,Aftermath,C,Major,4 beats,0.749,0.794,0.064,0.0193,0.0,0.543,0.46,-5.063,135.959,269554,15,106471014
2069,The Weeknd,Out of Time,XO / Republic Records,C,Minor,4 beats,0.65,0.76,0.0446,0.255,0.0,0.339,0.838,-4.422,93.057,214194,5,51300699
2070,"Rauw Alejandro, Bizarrap",BABY HELLO,Sony Music Latin/Duars Entertainment,C#/Db,Minor,4 beats,0.773,0.892,0.0483,0.166,3.1e-06,0.429,0.842,-3.732,130.007,222462,2,24990711
2071,"Bonez MC, RAF Camora",Nummer unterdrückt,187 Strassenbande,C,Major,4 beats,0.812,0.749,0.0881,0.2,0.00124,0.15,0.773,-6.296,139.962,208795,1,4342180
2072,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,G#/Ab,Major,4 beats,0.593,0.932,0.0526,0.302,0.0,0.133,0.913,-2.324,171.977,147876,1,5159208
2073,Ed Sheeran,2step,Atlantic Records UK,E,Minor,4 beats,0.763,0.661,0.056,0.169,0.0,0.117,0.632,-5.592,95.002,153627,2,13999532
2074,BTS,MIC Drop,BIGHIT MUSIC,F#/Gb,Major,4 beats,0.667,0.889,0.0918,0.00912,0.0,0.0816,0.541,-4.851,169.959,238193,1,3482941
2075,Kanye West,On God,Getting Out Our Dreams II / Def Jam Recordings,A,Minor,4 beats,0.41,0.886,0.155,0.0671,0.0,0.461,0.393,-4.413,72.577,136351,2,23962474
2076,ROSALÍA,LLYLM,Columbia,F#/Gb,Minor,4 beats,0.555,0.634,0.273,0.129,2.32e-06,0.188,0.555,-5.522,170.228,174045,4,45230874
2077,SZA,Gone Girl,Top Dawg Entertainment/RCA Records,F,Major,4 beats,0.428,0.439,0.0591,0.57,0.0,0.153,0.418,-7.674,150.007,244027,1,12135149
2078,"NATTI NATASHA, Ozuna",Criminal,Pina Records,D,Minor,4 beats,0.816,0.806,0.0563,0.0347,9.01e-05,0.255,0.822,-3.023,79.987,232550,8,67000718
2079,Ezhel,Nerdesin,StageArt Europe,G#/Ab,Minor,4 beats,0.816,0.696,0.153,0.201,0.000643,0.13,0.81,-6.75,100.004,176268,3,18487032
2080,Pop Smoke,Tunnel Vision (Outro),Victor Victor Worldwide,D,Major,4 beats,0.718,0.66,0.325,0.363,0.0,0.159,0.659,-7.39,142.879,132587,1,4907751
2081,"DaBaby, Young Thug",BLIND (feat. Young Thug),South Coast Music Group/Interscope Records,B,Minor,4 beats,0.709,0.679,0.346,0.0115,0.0,0.0971,0.754,-6.503,162.973,153467,1,5074613
2082,"Rauw Alejandro, Baby Rasta",PUNTO 40,Sony Music Latin/Duars Entertainment,C,Major,4 beats,0.873,0.826,0.0876,0.00127,0.0361,0.311,0.201,-0.722,106.972,190654,5,56486552
2083,Shakin' Stevens,Merry Christmas Everyone,Sony Music CG,A,Major,4 beats,0.534,0.904,0.0369,0.129,0.0,0.128,0.96,-3.315,202.899,220160,33,249303681
2084,"Bad Bunny, Tainy",Callaita,Rimas Entertainment LLC,D,Major,4 beats,0.61,0.624,0.309,0.6,2.12e-06,0.243,0.244,-4.773,176.169,250534,53,630293953
2085,Lewis Capaldi,Someone You Loved,Vertigo Berlin,C#/Db,Major,4 beats,0.501,0.405,0.0319,0.751,0.0,0.105,0.446,-5.679,109.891,182161,19,169329273
2086,Kanye West,Donda,Rock The World/IDJ/Kanye LP7,A#/Bb,Major,5 beats,0.534,0.491,0.0545,0.849,0.0,0.192,0.428,-7.945,105.989,128313,1,11098736
2087,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",ELOVRGA,Rios Music/ Outerspace Music/ Boba Records Corporation,F,Minor,4 beats,0.793,0.476,0.0406,0.132,0.0,0.115,0.578,-10.515,129.992,194769,21,218508098
2088,Olivia Rodrigo,enough for you,Olivia Rodrigo PS,G,Major,4 beats,0.638,0.259,0.0898,0.753,0.0,0.219,0.269,-10.706,88.485,202827,12,132980288
2089,Sech,911,Rich Music,G,Major,4 beats,0.795,0.655,0.0422,0.076,1.76e-06,0.296,0.744,-3.815,93.029,215891,8,72584050
2090,Omar Apollo,Evergreen (You Didn’t Deserve Me At All),Warner Records,A,Major,3 beats,0.697,0.336,0.0424,0.598,0.00528,0.107,0.31,-10.395,82.029,216680,12,102275573
2091,Troye Sivan,My My My!,EMI Recorded Music Australia Pty Ltd,C#/Db,Major,4 beats,0.699,0.479,0.0919,0.00433,9.58e-05,0.0435,0.462,-7.83,102.959,204727,7,47444646
2092,Ufo361,Allein sein,Stay High,C#/Db,Major,4 beats,0.774,0.588,0.225,0.0386,0.0,0.258,0.392,-8.529,75.978,147353,1,5119993
2093,Juice WRLD,Wishing Well,Grade A Productions/Interscope Records,A,Minor,4 beats,0.65,0.613,0.128,0.00336,0.0,0.267,0.0804,-6.13,149.972,194621,44,341196745
2094,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),Republic Records,F,Minor,4 beats,0.578,0.532,0.066,0.117,8.97e-05,0.143,0.12,-6.636,159.784,218320,32,173894545
2095,"Ed Sheeran, Lil Baby",2step (feat. Lil Baby),Atlantic Records UK,E,Minor,4 beats,0.693,0.643,0.0828,0.138,0.0,0.108,0.477,-5.867,95.055,163450,3,18468546
2096,Arctic Monkeys,Tranquility Base Hotel & Casino,Domino Recording Co,A,Minor,4 beats,0.584,0.835,0.0297,0.0411,0.0147,0.199,0.781,-4.326,142.2,212093,1,5904665
2097,"Gabry Ponte, LUM!X, Prezioso",Thunder,Spinnin' Records,C#/Db,Major,3 beats,0.67,0.896,0.058,0.0342,3.21e-05,0.344,0.403,-4.673,101.216,160000,16,94457637
